_step,cos_V_v,cos_u_v,dit_learning_rate,dudt_norm,loss,raw_mse_V,raw_mse_vc,test_loss,val_loss/bc_z:0.1.0,val_loss/cmu_play_fusion,val_loss/dobbe,val_loss/droid,val_loss/fractal20220817_data,val_loss/libero_10_no_noops,val_loss/libero_goal_no_noops,val_loss/overall,val_loss/stanford_hydra_dataset_converted_externally_to_rlds,vlm_learning_rate,_wandb_step,raw_mse
14400,0.8150378465652466,0.8175629377365112,6.400000000000001e-05,19.438343048095703,2.0,55.0,53.5,0.16727839410305023,,,,,,,,,,6.939999999999999e-07,145,2.0
14500,0.818218469619751,0.8221816420555115,6.437499999999999e-05,14.607050895690918,2.0,53.5,51.75,0.16727839410305023,,,,,,,,,,6.981250000000001e-07,146,2.0
14600,0.8155485987663269,0.8231313228607178,6.475e-05,22.35316276550293,2.0,56.0,53.0,0.16727839410305023,,,,,,,,,,7.0225e-07,147,2.0
14700,0.7789998054504395,0.7794489860534668,6.5125e-05,24.567672729492188,2.0,65.5,64.5,0.16727839410305023,,,,,,,,,,7.06375e-07,148,2.0
14800,0.8251365423202515,0.8265255689620972,6.55e-05,9.551191329956055,2.0,54.0,53.75,0.16727839410305023,,,,,,,,,,7.105000000000001e-07,149,2.0
14900,0.7778811454772949,0.7816581726074219,6.587500000000002e-05,22.593524932861328,2.0,65.5,63.5,0.16727839410305023,,,,,,,,,,7.146250000000001e-07,150,2.0
15000,0.8322399854660034,0.8338347673416138,6.625e-05,14.015472412109375,2.0,51.75,49.75,0.16727839410305023,,,,,,,,,,7.1875e-07,151,2.0
15100,0.8125320672988892,0.8175161480903625,6.6625e-05,24.287036895751953,2.0,58.25,56.25,0.16727839410305023,,,,,,,,,,7.228749999999999e-07,152,2.0
15200,0.8171906471252441,0.821638822555542,6.7e-05,9.991671562194824,2.0,55.5,53.75,0.16727839410305023,,,,,,,,,,7.270000000000001e-07,153,2.0
15300,0.7903587818145752,0.7944199442863464,6.7375e-05,21.223360061645508,2.0,63.25,61.5,0.16727839410305023,,,,,,,,,,7.31125e-07,154,2.0
15400,0.8067721128463745,0.8110898733139038,6.775000000000001e-05,11.149077415466309,2.0,59.0,56.75,0.16727839410305023,,,,,,,,,,7.3525e-07,155,2.0
15500,0.7975711226463318,0.805732786655426,6.8125e-05,16.042978286743164,2.0,60.5,57.25,0.16727839410305023,,,,,,,,,,7.393750000000001e-07,156,2.0
15600,0.8172199726104736,0.8193541765213013,6.850000000000001e-05,16.132349014282227,2.0,55.75,55.0,0.16727839410305023,,,,,,,,,,7.435000000000001e-07,157,2.0
15700,0.818410336971283,0.8202111124992371,6.887500000000001e-05,13.462332725524902,2.0,53.75,52.75,0.16727839410305023,,,,,,,,,,7.47625e-07,158,2.0
15800,0.7967332005500793,0.8035081624984741,6.925e-05,12.160902976989746,2.0,60.75,58.0,0.16727839410305023,,,,,,,,,,7.517499999999999e-07,159,2.0
15900,0.778589129447937,0.7858610153198242,6.9625e-05,28.082483291625977,2.0,65.0,63.5,0.16727839410305023,,,,,,,,,,7.558750000000001e-07,160,2.0
16000,0.8185984492301941,0.8258734941482544,7e-05,13.475191116333008,2.0,54.5,52.0,0.16727839410305023,,,,,,,,,,7.6e-07,161,2.0
16100,0.8276888132095337,0.833046555519104,7.0375e-05,11.780592918395996,2.0,50.75,49.0,0.16727839410305023,,,,,,,,,,7.64125e-07,162,2.0
16200,0.8134286403656006,0.8189073801040649,7.075e-05,17.893083572387695,2.0,57.5,56.0,0.16727839410305023,,,,,,,,,,7.682500000000001e-07,163,2.0
16300,0.7939783930778503,0.7972292900085449,7.112500000000001e-05,21.719440460205078,2.0,61.75,60.5,0.16727839410305023,,,,,,,,,,7.723750000000001e-07,164,2.0
16400,0.7958036065101624,0.8007272481918335,7.15e-05,22.235885620117188,2.0,61.0,58.5,0.16727839410305023,,,,,,,,,,7.765e-07,165,2.0
