_step,cos_V_v,cos_u_v,dit_learning_rate,dudt_norm,loss,raw_mse_V,raw_mse_vc,test_loss,val_loss/bc_z:0.1.0,val_loss/cmu_play_fusion,val_loss/dobbe,val_loss/droid,val_loss/fractal20220817_data,val_loss/libero_10_no_noops,val_loss/libero_goal_no_noops,val_loss/overall,val_loss/stanford_hydra_dataset_converted_externally_to_rlds,vlm_learning_rate,_wandb_step,raw_mse
36900,0.7612272500991821,0.8412320017814636,0.0001,14.619488716125488,2.0,76.5,46.0,0.15040752291679382,,,,,,,,,,1.6221250000000002e-06,372,2.0
37000,0.8328307867050171,0.8540911078453064,0.0001,23.683263778686523,1.9921875,50.75,43.25,0.15040752291679382,,,,,,,,,,1.6262500000000003e-06,373,1.9921875
37100,0.8614818453788757,0.8586285710334778,0.0001,19.840192794799805,2.0,43.25,42.25,0.15040752291679382,,,,,,,,,,1.6303750000000003e-06,374,2.0
37200,0.8525493741035461,0.8530671000480652,0.0001,17.978971481323242,2.0,45.0,44.5,0.15040752291679382,,,,,,,,,,1.6345000000000002e-06,375,2.0
37300,0.8270162343978882,0.8292253017425537,0.0001,16.852500915527344,2.0,54.75,53.0,0.15040752291679382,,,,,,,,,,1.6386250000000003e-06,376,2.0
37400,0.8485381603240967,0.8528550267219543,0.0001,19.14276123046875,2.0,46.75,45.0,0.15040752291679382,,,,,,,,,,1.6427500000000003e-06,377,2.0
37500,0.6966899633407593,0.8121654987335205,0.0001,33.53950500488281,2.0,96.5,55.0,0.15040752291679382,,,,,,,,,,1.6468750000000002e-06,378,2.0
37600,0.8341353535652161,0.8350021243095398,0.0001,20.896533966064453,2.0,49.5,48.5,0.15040752291679382,,,,,,,,,,1.6510000000000004e-06,379,2.0
37700,0.8544937372207642,0.8563780784606934,0.0001,28.65768814086914,2.0,45.5,45.0,0.15040752291679382,,,,,,,,,,1.655125e-06,380,2.0
37800,0.862777590751648,0.8601827621459961,0.0001,17.865690231323242,1.9921875,43.0,42.25,0.15040752291679382,,,,,,,,,,1.6592500000000002e-06,381,1.9921875
37900,0.8413774967193604,0.8407415151596069,0.0001,29.068775177001953,2.0,49.25,46.75,0.15040752291679382,,,,,,,,,,1.6633750000000004e-06,382,2.0
38000,0.8605430126190186,0.8632733225822449,0.0001,19.935773849487305,2.0,42.5,41.5,0.15040752291679382,,,,,,,,,,1.6675000000000001e-06,383,2.0
38100,0.8343408107757568,0.835595965385437,0.0001,22.18731689453125,1.9921875,53.0,52.0,0.15040752291679382,,,,,,,,,,1.6716250000000003e-06,384,1.9921875
38200,0.8497613668441772,0.8488501310348511,0.0001,14.755218505859375,2.0,46.25,45.5,0.15040752291679382,,,,,,,,,,1.6757500000000004e-06,385,2.0
38300,0.8142662644386292,0.8174401521682739,0.0001,32.437618255615234,2.0,54.75,53.0,0.15040752291679382,,,,,,,,,,1.6798750000000002e-06,386,2.0
38400,0.8486281633377075,0.8501240611076355,0.0001,20.69392967224121,2.0,47.0,46.25,0.15040752291679382,,,,,,,,,,1.6840000000000003e-06,387,2.0
38500,0.8279650211334229,0.8283514380455017,0.0001,14.937295913696289,2.0,52.5,51.75,0.15040752291679382,,,,,,,,,,1.6881250000000005e-06,388,2.0
38600,0.8129815459251404,0.8211045861244202,0.0001,18.33701515197754,2.0,56.5,53.75,0.15040752291679382,,,,,,,,,,1.6922500000000002e-06,389,2.0
38700,0.8229888081550598,0.825006365776062,0.0001,25.196582794189453,2.0,52.75,51.25,0.15040752291679382,,,,,,,,,,1.6963750000000003e-06,390,2.0
38800,0.8468047976493835,0.8491066694259644,0.0001,22.766088485717773,2.0,47.5,46.25,0.15040752291679382,,,,,,,,,,1.7005000000000003e-06,391,2.0
38900,0.825230062007904,0.8277366757392883,0.0001,19.66238021850586,2.0,52.5,51.75,0.15040752291679382,,,,,,,,,,1.7046250000000002e-06,392,2.0
39000,0.837053120136261,0.8371091485023499,0.0001,44.158016204833984,2.0,49.75,47.25,0.15040752291679382,,,,,,,,,,1.7087500000000002e-06,393,2.0
39100,0.8009020090103149,0.8034660816192627,0.0001,23.31130027770996,2.0,58.5,57.0,0.15040752291679382,,,,,,,,,,1.7128749999999999e-06,394,2.0
39200,0.851580023765564,0.852729082107544,0.0001,20.83861541748047,2.0,46.25,45.0,0.15040752291679382,,,,,,,,,,1.717e-06,395,2.0
39300,0.8402369022369385,0.8408976793289185,0.0001,15.6735258102417,2.0,50.25,49.25,0.15040752291679382,,,,,,,,,,1.7211250000000002e-06,396,2.0
39400,0.8371080160140991,0.8394744396209717,0.0001,10.172636032104492,2.0,50.25,49.75,0.15040752291679382,,,,,,,,,,1.72525e-06,397,2.0
39500,0.831816554069519,0.8327805995941162,0.0001,23.921422958374023,2.0,49.75,48.75,0.15040752291679382,,,,,,,,,,1.729375e-06,398,2.0
39600,0.8582849502563477,0.8600010871887207,0.0001,11.048544883728027,2.0,43.25,43.25,0.15040752291679382,,,,,,,,,,1.7335000000000002e-06,399,2.0
39700,0.8651766180992126,0.8664560317993164,0.0001,24.351457595825195,2.0,41.75,40.75,0.15040752291679382,,,,,,,,,,1.737625e-06,400,2.0
39800,0.854844331741333,0.8547056913375854,0.0001,31.399280548095703,2.0,44.5,44.0,0.15040752291679382,,,,,,,,,,1.74175e-06,401,2.0
39900,0.843254804611206,0.8527992963790894,0.0001,16.463031768798828,2.0,47.75,44.5,0.15040752291679382,,,,,,,,,,1.7458750000000002e-06,402,2.0
39950,,,,,,,,,0.15208618342876434,0.2319439947605133,0.0763264000415802,0.1567174643278122,0.10008601099252701,0.09651587903499603,0.0956663116812706,0.1373431235551834,0.12383441627025604,,403,
40000,0.8219480514526367,0.8295834064483643,0.0001,27.700315475463867,2.0,54.25,50.75,0.1373431384563446,,,,,,,,,,1.75e-06,404,2.0
40100,0.852562665939331,0.8514119386672974,0.0001,17.557310104370117,1.9921875,44.75,44.25,0.1373431384563446,,,,,,,,,,1.7541250000000001e-06,405,1.9921875
40200,0.8490716814994812,0.8491978645324707,0.0001,14.40049934387207,2.0,47.5,46.0,0.1373431384563446,,,,,,,,,,1.7582500000000003e-06,406,2.0
40300,0.8741401433944702,0.8724339008331299,0.0001,14.545166015625,2.0,39.25,38.75,0.1373431384563446,,,,,,,,,,1.762375e-06,407,2.0
40400,0.8357778191566467,0.8421071767807007,0.0001,31.35297203063965,1.9921875,49.75,47.0,0.1373431384563446,,,,,,,,,,1.7665000000000002e-06,408,1.9921875
40500,0.8515428900718689,0.8575851321220398,0.0001,19.23036003112793,2.0,47.25,45.25,0.1373431384563446,,,,,,,,,,1.7706250000000003e-06,409,2.0
40600,0.8474105596542358,0.847134530544281,0.0001,25.69829750061035,2.0,47.25,46.0,0.1373431384563446,,,,,,,,,,1.77475e-06,410,2.0
40700,0.8361246585845947,0.8351750373840332,0.0001,22.267852783203125,2.0,49.25,48.75,0.1373431384563446,,,,,,,,,,1.7788750000000002e-06,411,2.0
40800,0.837124228477478,0.8405523300170898,0.0001,14.992627143859863,2.0,50.75,49.25,0.1373431384563446,,,,,,,,,,1.7830000000000003e-06,412,2.0
40900,0.8434835076332092,0.8452019095420837,0.0001,16.244306564331055,2.0,46.75,46.0,0.1373431384563446,,,,,,,,,,1.787125e-06,413,2.0
41000,0.8435624837875366,0.8426464200019836,0.0001,18.445520401000977,2.0,48.25,48.0,0.1373431384563446,,,,,,,,,,1.7912500000000002e-06,414,2.0
41100,0.8900989294052124,0.8918176889419556,0.0001,11.141313552856445,1.9921875,34.0,33.0,0.1373431384563446,,,,,,,,,,1.7953750000000004e-06,415,1.9921875
41200,0.8597189784049988,0.8606970310211182,0.0001,17.799036026000977,1.9921875,42.5,41.5,0.1373431384563446,,,,,,,,,,1.7995e-06,416,1.9921875
41300,0.8532271385192871,0.8526225090026855,0.0001,20.492338180541992,2.0,46.75,46.0,0.1373431384563446,,,,,,,,,,1.8036250000000002e-06,417,2.0
41400,0.8424991369247437,0.8437525033950806,0.0001,18.704912185668945,2.0,47.5,46.0,0.1373431384563446,,,,,,,,,,1.80775e-06,418,2.0
41500,0.8500359058380127,0.8502359986305237,0.0001,16.866605758666992,2.0,45.75,45.0,0.1373431384563446,,,,,,,,,,1.8118750000000001e-06,419,2.0
41600,0.8403326272964478,0.8381057977676392,0.0001,17.7487850189209,2.0,49.0,48.75,0.1373431384563446,,,,,,,,,,1.8160000000000003e-06,420,2.0
41700,0.8704109787940979,0.8755276799201965,0.0001,15.234381675720215,2.0,41.5,38.75,0.1373431384563446,,,,,,,,,,1.820125e-06,421,2.0
41800,0.7094952464103699,0.8333661556243896,0.0001,22.29018783569336,2.0,96.5,49.25,0.1373431384563446,,,,,,,,,,1.8242500000000002e-06,422,2.0
41900,0.8722504377365112,0.8737555742263794,0.0001,13.340109825134277,2.0,40.25,39.75,0.1373431384563446,,,,,,,,,,1.8283750000000003e-06,423,2.0
42000,0.8335338234901428,0.8334659337997437,0.0001,22.697973251342773,2.0,50.75,49.75,0.1373431384563446,,,,,,,,,,1.8325e-06,424,2.0
42100,0.853335976600647,0.860893964767456,0.0001,20.13038444519043,2.0,44.25,41.0,0.1373431384563446,,,,,,,,,,1.8366250000000002e-06,425,2.0
42200,0.8461655378341675,0.846169114112854,0.0001,24.670001983642578,2.0,46.25,45.0,0.1373431384563446,,,,,,,,,,1.8407500000000003e-06,426,2.0
42300,0.8553750514984131,0.8561158180236816,0.0001,19.74587059020996,2.0,43.75,43.5,0.1373431384563446,,,,,,,,,,1.844875e-06,427,2.0
42400,0.858182430267334,0.8806563019752502,0.0001,20.05934715270996,2.0,44.75,36.0,0.1373431384563446,,,,,,,,,,1.8490000000000002e-06,428,2.0
42500,0.8391808271408081,0.8461445569992065,0.0001,21.794809341430664,1.9921875,49.0,46.75,0.1373431384563446,,,,,,,,,,1.8531250000000004e-06,429,1.9921875
42600,0.845792293548584,0.8612810373306274,0.0001,21.233579635620117,1.9921875,48.5,42.75,0.1373431384563446,,,,,,,,,,1.85725e-06,430,1.9921875
42700,0.8425843715667725,0.8439513444900513,0.0001,15.618057250976562,2.0,49.75,49.0,0.1373431384563446,,,,,,,,,,1.8613750000000002e-06,431,2.0
42800,0.8501338362693787,0.8517332077026367,0.0001,67.69523620605469,2.0,45.5,44.75,0.1373431384563446,,,,,,,,,,1.8655000000000004e-06,432,2.0
42900,0.8351315259933472,0.8365825414657593,0.0001,24.677248001098633,2.0,50.25,49.0,0.1373431384563446,,,,,,,,,,1.8696250000000001e-06,433,2.0
43000,0.8538392782211304,0.8546658158302307,0.0001,28.05495262145996,2.0,44.25,43.25,0.1373431384563446,,,,,,,,,,1.8737500000000003e-06,434,2.0
43100,0.8437447547912598,0.8431815505027771,0.0001,15.169631958007812,2.0,48.25,46.75,0.1373431384563446,,,,,,,,,,1.8778750000000004e-06,435,2.0
43200,0.8616653084754944,0.8637295961380005,0.0001,15.18737506866455,1.9921875,42.75,41.75,0.1373431384563446,,,,,,,,,,1.8820000000000001e-06,436,1.9921875
43300,0.8262113332748413,0.8262401819229126,0.0001,30.828161239624023,2.0,51.5,51.0,0.1373431384563446,,,,,,,,,,1.8861250000000003e-06,437,2.0
43400,0.8505942821502686,0.8508381843566895,0.0001,30.79183006286621,2.0,45.5,45.0,0.1373431384563446,,,,,,,,,,1.8902500000000005e-06,438,2.0
43500,0.8529514074325562,0.8529690504074097,0.0001,19.31587028503418,2.0,44.5,43.0,0.1373431384563446,,,,,,,,,,1.8943750000000002e-06,439,2.0
43600,0.8485633134841919,0.8489282131195068,0.0001,49.44453811645508,2.0,48.0,46.5,0.1373431384563446,,,,,,,,,,1.8985000000000003e-06,440,2.0
43700,0.8154200315475464,0.8233376741409302,0.0001,32.611732482910156,1.9921875,56.25,53.5,0.1373431384563446,,,,,,,,,,1.9026250000000005e-06,441,1.9921875
43800,0.846702516078949,0.8462918996810913,0.0001,16.894872665405273,2.0,46.25,46.0,0.1373431384563446,,,,,,,,,,1.9067500000000002e-06,442,2.0
43900,0.8533192873001099,0.8561561703681946,0.0001,20.256940841674805,2.0,45.75,43.5,0.1373431384563446,,,,,,,,,,1.9108750000000006e-06,443,2.0
44000,0.8439807891845703,0.8458952903747559,0.0001,16.4066104888916,2.0,47.0,46.0,0.1373431384563446,,,,,,,,,,1.9150000000000003e-06,444,2.0
44100,0.8484112024307251,0.8509156703948975,0.0001,18.2966365814209,2.0,47.25,46.0,0.1373431384563446,,,,,,,,,,1.9191250000000005e-06,445,2.0
44200,0.8798892498016357,0.879651665687561,0.0001,11.546218872070312,2.0,37.5,36.25,0.1373431384563446,,,,,,,,,,1.9232500000000006e-06,446,2.0
44300,0.835841178894043,0.8387801647186279,0.0001,12.7516508102417,2.0,50.0,49.0,0.1373431384563446,,,,,,,,,,1.9273750000000003e-06,447,2.0
44400,0.8464604020118713,0.8584683537483215,0.0001,12.856640815734863,2.0,47.0,43.0,0.1373431384563446,,,,,,,,,,1.9315000000000005e-06,448,2.0
44500,0.8675615787506104,0.8663166165351868,0.0001,27.045669555664062,2.0,40.25,39.75,0.1373431384563446,,,,,,,,,,1.9356250000000006e-06,449,2.0
44600,0.8428528904914856,0.8472819328308105,0.0001,19.587284088134766,2.0,49.25,47.25,0.1373431384563446,,,,,,,,,,1.9397500000000004e-06,450,2.0
44700,0.8603779673576355,0.8602659702301025,0.0001,15.277056694030762,2.0,42.25,41.75,0.1373431384563446,,,,,,,,,,1.9438750000000005e-06,451,2.0
44800,0.8619328141212463,0.8676602840423584,0.0001,14.170706748962402,2.0,42.5,38.5,0.1373431384563446,,,,,,,,,,1.9480000000000002e-06,452,2.0
44900,0.8645310401916504,0.8657612800598145,0.0001,19.641647338867188,2.0,41.5,40.0,0.1373431384563446,,,,,,,,,,1.9521250000000004e-06,453,2.0
45000,0.845320463180542,0.8470438718795776,0.0001,34.82998275756836,2.0,46.75,45.5,0.1373431384563446,,,,,,,,,,1.95625e-06,454,2.0
45100,0.852509617805481,0.8520347476005554,0.0001,14.799160957336426,2.0,45.25,44.5,0.1373431384563446,,,,,,,,,,1.9603750000000003e-06,455,2.0
45200,0.8546265363693237,0.8537017107009888,0.0001,26.84832191467285,2.0,43.5,43.0,0.1373431384563446,,,,,,,,,,1.9645e-06,456,2.0
45300,0.8590812087059021,0.8572205305099487,0.0001,19.07049560546875,2.0,44.25,43.75,0.1373431384563446,,,,,,,,,,1.968625e-06,457,2.0
45400,0.8580206632614136,0.8585684299468994,0.0001,12.9589262008667,2.0,45.0,43.75,0.1373431384563446,,,,,,,,,,1.9727500000000003e-06,458,2.0
45500,0.8754928708076477,0.8743596076965332,0.0001,14.342082023620605,2.0,37.5,37.25,0.1373431384563446,,,,,,,,,,1.976875e-06,459,2.0
45600,0.8351885080337524,0.8368781805038452,0.0001,37.0741081237793,1.9921875,49.75,48.75,0.1373431384563446,,,,,,,,,,1.981e-06,460,1.9921875
45700,0.8443435430526733,0.8444081544876099,0.0001,37.03786849975586,2.0,47.0,46.0,0.1373431384563446,,,,,,,,,,1.9851250000000003e-06,461,2.0
45800,0.8761676549911499,0.8784985542297363,0.0001,16.395877838134766,2.0,37.75,36.5,0.1373431384563446,,,,,,,,,,1.98925e-06,462,2.0
45900,0.821132242679596,0.8224966526031494,0.0001,18.811315536499023,2.0,54.0,53.0,0.1373431384563446,,,,,,,,,,1.993375e-06,463,2.0
46000,0.8417906761169434,0.8440461754798889,0.0001,18.87885284423828,2.0,49.75,48.25,0.1373431384563446,,,,,,,,,,1.9975000000000004e-06,464,2.0
46100,0.8396381139755249,0.8400380611419678,0.0001,18.107555389404297,2.0,48.75,47.25,0.1373431384563446,,,,,,,,,,2.001625e-06,465,2.0
46200,0.8520474433898926,0.8528707027435303,0.0001,20.67441177368164,1.9921875,44.25,43.25,0.1373431384563446,,,,,,,,,,2.0057500000000002e-06,466,1.9921875
46300,0.8594323992729187,0.8607665300369263,0.0001,53.30695724487305,2.0,44.5,42.75,0.1373431384563446,,,,,,,,,,2.009875e-06,467,2.0
46400,0.8394931554794312,0.8428135514259338,0.0001,14.556854248046875,2.0,49.5,47.25,0.1373431384563446,,,,,,,,,,2.014e-06,468,2.0
46500,0.8435492515563965,0.8446993827819824,0.0001,25.361364364624023,2.0,48.25,46.75,0.1373431384563446,,,,,,,,,,2.0181250000000003e-06,469,2.0
46600,0.8598849773406982,0.8619734048843384,0.0001,27.779722213745117,2.0,43.75,42.75,0.1373431384563446,,,,,,,,,,2.02225e-06,470,2.0
46700,0.8635888695716858,0.8635833263397217,0.0001,23.9702205657959,2.0,42.25,41.25,0.1373431384563446,,,,,,,,,,2.026375e-06,471,2.0
46800,0.854804515838623,0.8553941249847412,0.0001,21.06137466430664,2.0,45.5,44.0,0.1373431384563446,,,,,,,,,,2.0305000000000003e-06,472,2.0
46900,0.8547258973121643,0.8560260534286499,0.0001,23.9245662689209,2.0,44.0,41.5,0.1373431384563446,,,,,,,,,,2.034625e-06,473,2.0
47000,0.8365041613578796,0.8456949591636658,0.0001,17.19632911682129,2.0,49.25,46.0,0.1373431384563446,,,,,,,,,,2.03875e-06,474,2.0
47100,0.8150546550750732,0.8182848691940308,0.0001,19.8666934967041,2.0,54.5,53.5,0.1373431384563446,,,,,,,,,,2.0428750000000003e-06,475,2.0
47200,0.8480560183525085,0.8514894247055054,0.0001,22.391551971435547,2.0,46.25,45.25,0.1373431384563446,,,,,,,,,,2.047e-06,476,2.0
47300,0.8670741319656372,0.8660292029380798,0.0001,22.490049362182617,1.9921875,40.5,39.5,0.1373431384563446,,,,,,,,,,2.051125e-06,477,1.9921875
47400,0.8620613217353821,0.8626683950424194,0.0001,30.40375328063965,1.9921875,44.0,43.0,0.1373431384563446,,,,,,,,,,2.0552500000000004e-06,478,1.9921875
47500,0.8598427176475525,0.8706474304199219,0.0001,24.449678421020508,2.0,44.5,40.5,0.1373431384563446,,,,,,,,,,2.059375e-06,479,2.0
47600,0.832327127456665,0.8315750360488892,0.0001,35.43290328979492,2.0,51.25,50.25,0.1373431384563446,,,,,,,,,,2.0635000000000002e-06,480,2.0
47700,0.8610174655914307,0.8600471019744873,0.0001,36.924320220947266,2.0,43.25,42.75,0.1373431384563446,,,,,,,,,,2.0676250000000004e-06,481,2.0
47800,0.8312339186668396,0.8310816287994385,0.0001,63.706520080566406,2.0,49.75,49.25,0.1373431384563446,,,,,,,,,,2.07175e-06,482,2.0
47900,0.8565422296524048,0.8574649095535278,0.0001,16.91887092590332,2.0,45.25,44.25,0.1373431384563446,,,,,,,,,,2.0758750000000003e-06,483,2.0
48000,0.8672432899475098,0.8681885004043579,0.0001,17.070188522338867,2.0,42.5,41.0,0.1373431384563446,,,,,,,,,,2.0800000000000004e-06,484,2.0
48100,0.8483905792236328,0.8475806713104248,0.0001,29.384878158569336,2.0,47.5,46.5,0.1373431384563446,,,,,,,,,,2.084125e-06,485,2.0
48200,0.8697628974914551,0.8682295680046082,0.0001,15.652464866638184,1.9921875,40.5,39.75,0.1373431384563446,,,,,,,,,,2.0882500000000003e-06,486,1.9921875
48300,0.8624309301376343,0.8604009747505188,0.0001,18.478946685791016,2.0,44.25,43.25,0.1373431384563446,,,,,,,,,,2.0923750000000004e-06,487,2.0
48400,0.8489013314247131,0.8510250449180603,0.0001,21.269636154174805,2.0,47.0,45.75,0.1373431384563446,,,,,,,,,,2.0965e-06,488,2.0
48500,0.8543157577514648,0.8547680974006653,0.0001,27.297544479370117,2.0,46.0,45.25,0.1373431384563446,,,,,,,,,,2.1006250000000003e-06,489,2.0
48600,0.8681808114051819,0.870229959487915,0.0001,23.677656173706055,1.9921875,40.5,39.25,0.1373431384563446,,,,,,,,,,2.1047500000000005e-06,490,1.9921875
48700,0.8499997854232788,0.848994791507721,0.0001,14.886529922485352,2.0,45.75,45.0,0.1373431384563446,,,,,,,,,,2.108875e-06,491,2.0
48800,0.8682736754417419,0.8682737350463867,0.0001,19.744098663330078,2.0,40.25,39.75,0.1373431384563446,,,,,,,,,,2.1130000000000004e-06,492,2.0
48900,0.8501381874084473,0.8506767749786377,0.0001,16.871625900268555,1.9921875,44.75,43.5,0.1373431384563446,,,,,,,,,,2.117125e-06,493,1.9921875
49000,0.8622053861618042,0.861415445804596,0.0001,15.897132873535156,2.0,43.5,43.25,0.1373431384563446,,,,,,,,,,2.1212500000000002e-06,494,2.0
49100,0.8658082485198975,0.8658910989761353,0.0001,17.63850212097168,2.0,41.75,40.75,0.1373431384563446,,,,,,,,,,2.1253750000000004e-06,495,2.0
49200,0.846254289150238,0.8485267162322998,0.0001,20.08577537536621,2.0,47.75,45.75,0.1373431384563446,,,,,,,,,,2.1295e-06,496,2.0
49300,0.8471011519432068,0.84848952293396,0.0001,16.10284996032715,2.0,48.0,46.5,0.1373431384563446,,,,,,,,,,2.1336250000000003e-06,497,2.0
49400,0.8374916315078735,0.8378419876098633,0.0001,22.09145164489746,2.0,50.5,49.75,0.1373431384563446,,,,,,,,,,2.1377500000000004e-06,498,2.0
49500,0.8641194105148315,0.8638123273849487,0.0001,15.564770698547363,2.0,42.25,42.5,0.1373431384563446,,,,,,,,,,2.141875e-06,499,2.0
49600,0.8480523824691772,0.8490574955940247,0.0001,26.224721908569336,2.0,46.25,45.5,0.1373431384563446,,,,,,,,,,2.1460000000000003e-06,500,2.0
49700,0.8430564403533936,0.8526955246925354,0.0001,14.871772766113281,2.0,47.75,44.75,0.1373431384563446,,,,,,,,,,2.1501250000000004e-06,501,2.0
49800,0.8632580637931824,0.8620493412017822,0.0001,32.405818939208984,2.0,42.0,41.5,0.1373431384563446,,,,,,,,,,2.15425e-06,502,2.0
49900,0.8873509168624878,0.8858561515808105,0.0001,13.04766845703125,1.9921875,34.5,34.75,0.1373431384563446,,,,,,,,,,2.1583750000000003e-06,503,1.9921875
49950,,,,,,,,,0.16356296837329865,0.1702231615781784,0.08937213569879532,0.1589975655078888,0.09383537620306015,0.09772323071956635,0.07410046458244324,0.13198143243789673,0.1308528184890747,,504,
50000,0.8855011463165283,0.8855650424957275,0.0001,6.923372745513916,1.9921875,35.25,34.0,0.13198143243789673,,,,,,,,,,2.1625000000000005e-06,505,1.9921875
50100,0.8470481038093567,0.8466109037399292,0.0001,9.269454002380371,2.0,45.75,45.0,0.13198143243789673,,,,,,,,,,2.166625e-06,506,2.0
50200,0.8552159070968628,0.8575241565704346,0.0001,18.266979217529297,2.0,43.75,43.0,0.13198143243789673,,,,,,,,,,2.1707500000000003e-06,507,2.0
50300,0.8730204105377197,0.8721723556518555,0.0001,35.89567947387695,2.0,40.0,39.25,0.13198143243789673,,,,,,,,,,2.1748750000000005e-06,508,2.0
50400,0.8731670379638672,0.8763052225112915,0.0001,24.808334350585938,2.0,39.0,37.5,0.13198143243789673,,,,,,,,,,2.1790000000000002e-06,509,2.0
50500,0.8550662994384766,0.855713963508606,0.0001,31.75604248046875,2.0,43.5,42.0,0.13198143243789673,,,,,,,,,,2.1831250000000004e-06,510,2.0
50600,0.8456935882568359,0.847676157951355,0.0001,15.688923835754395,2.0,46.75,45.75,0.13198143243789673,,,,,,,,,,2.1872500000000005e-06,511,2.0
50700,0.8434590101242065,0.8432455658912659,0.0001,14.850069999694824,2.0,47.0,45.5,0.13198143243789673,,,,,,,,,,2.1913750000000003e-06,512,2.0
50800,0.8402222394943237,0.8392546772956848,0.0001,23.624692916870117,2.0,49.75,47.75,0.13198143243789673,,,,,,,,,,2.1955000000000004e-06,513,2.0
50900,0.863629937171936,0.8632767796516418,0.0001,15.280471801757812,2.0,43.0,42.25,0.13198143243789673,,,,,,,,,,2.1996250000000006e-06,514,2.0
51000,0.8652216792106628,0.8639497756958008,0.0001,20.943246841430664,2.0,41.75,41.0,0.13198143243789673,,,,,,,,,,2.2037500000000003e-06,515,2.0
51100,0.8584376573562622,0.861630916595459,0.0001,27.456195831298828,2.0,43.75,41.75,0.13198143243789673,,,,,,,,,,2.207875e-06,516,2.0
51200,0.8396880030632019,0.8406662344932556,0.0001,17.865758895874023,2.0,50.5,48.5,0.13198143243789673,,,,,,,,,,2.212e-06,517,2.0
51300,0.862185001373291,0.8629634380340576,0.0001,19.473852157592773,2.0,42.5,41.25,0.13198143243789673,,,,,,,,,,2.216125e-06,518,2.0
51400,0.8200504183769226,0.8503742218017578,0.0001,11.166650772094727,2.0,52.75,43.75,0.13198143243789673,,,,,,,,,,2.22025e-06,519,2.0
51500,0.8519339561462402,0.8513158559799194,0.0001,16.242738723754883,2.0,45.75,44.75,0.13198143243789673,,,,,,,,,,2.224375e-06,520,2.0
51600,0.6592051982879639,0.8530698418617249,0.0001,17.204030990600586,1.9921875,129.0,45.5,0.13198143243789673,,,,,,,,,,2.2285e-06,521,1.9921875
51700,0.8633984327316284,0.8672593832015991,0.0001,16.0035400390625,2.0,42.5,40.5,0.13198143243789673,,,,,,,,,,2.232625e-06,522,2.0
51800,0.8358525633811951,0.8372541666030884,0.0001,22.222768783569336,2.0,51.0,49.25,0.13198143243789673,,,,,,,,,,2.2367500000000002e-06,523,2.0
51900,0.8852071762084961,0.8852297067642212,0.0001,11.838517189025879,2.0,35.25,34.5,0.13198143243789673,,,,,,,,,,2.240875e-06,524,2.0
52000,0.8564762473106384,0.8565481901168823,0.0001,19.74179458618164,2.0,43.75,42.75,0.13198143243789673,,,,,,,,,,2.245e-06,525,2.0
52100,0.8049373626708984,0.832230806350708,0.0001,35.38418197631836,2.0,58.5,48.25,0.13198143243789673,,,,,,,,,,2.2491250000000003e-06,526,2.0
52200,0.8165462017059326,0.8207738399505615,0.0001,17.76354217529297,2.0,56.0,54.25,0.13198143243789673,,,,,,,,,,2.25325e-06,527,2.0
52300,0.8417892456054688,0.8414819836616516,0.0001,20.23200035095215,2.0,48.25,47.25,0.13198143243789673,,,,,,,,,,2.257375e-06,528,2.0
52400,0.8658443689346313,0.8657658100128174,0.0001,26.650959014892578,2.0,40.75,40.25,0.13198143243789673,,,,,,,,,,2.2615000000000003e-06,529,2.0
52500,0.847596287727356,0.847644567489624,0.0001,25.294933319091797,1.9921875,47.75,47.25,0.13198143243789673,,,,,,,,,,2.265625e-06,530,1.9921875
52600,0.8551750183105469,0.8525503277778625,0.0001,22.86286735534668,1.984375,46.25,45.75,0.13198143243789673,,,,,,,,,,2.26975e-06,531,1.984375
52700,0.8583484888076782,0.8630293607711792,0.0001,16.152576446533203,2.0,43.75,41.5,0.13198143243789673,,,,,,,,,,2.2738750000000003e-06,532,2.0
52800,0.8378083109855652,0.83935546875,0.0001,18.261640548706055,2.0,48.5,47.25,0.13198143243789673,,,,,,,,,,2.278e-06,533,2.0
52900,0.8576995730400085,0.8592960834503174,0.0001,13.676324844360352,2.0,42.25,41.5,0.13198143243789673,,,,,,,,,,2.282125e-06,534,2.0
53000,0.8366469144821167,0.8380605578422546,0.0001,31.92401123046875,2.0,49.5,48.0,0.13198143243789673,,,,,,,,,,2.2862500000000003e-06,535,2.0
53100,0.8271075487136841,0.864642858505249,0.0001,26.887924194335938,2.0,52.75,40.75,0.13198143243789673,,,,,,,,,,2.290375e-06,536,2.0
53200,0.8865028619766235,0.8873159885406494,0.0001,17.691055297851562,2.0,35.0,33.5,0.13198143243789673,,,,,,,,,,2.2945000000000002e-06,537,2.0
53300,0.8074038624763489,0.8144145607948303,0.0001,18.235864639282227,2.0,59.5,57.5,0.13198143243789673,,,,,,,,,,2.298625e-06,538,2.0
53400,0.8686132431030273,0.8692084550857544,0.0001,12.2572660446167,2.0,40.75,40.25,0.13198143243789673,,,,,,,,,,2.30275e-06,539,2.0
53500,0.8534622192382812,0.8534961938858032,0.0001,14.650352478027344,1.9921875,45.25,44.5,0.13198143243789673,,,,,,,,,,2.3068750000000003e-06,540,1.9921875
53600,0.8363101482391357,0.8348802328109741,0.0001,19.0313777923584,2.0,49.75,49.0,0.13198143243789673,,,,,,,,,,2.311e-06,541,2.0
